270204, 3145, 1038, 2512, 88, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271314, 5084, -338, 1402, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271349, 4210, 62, -517, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271384, 4889, 289, -1645, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271420, 3434, 100, -1823, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271455, 3517, -259, -836, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271490, 3134, -26, -759, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271526, 3700, 96, -159, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271565, 3436, -63, -455, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271604, 4132, 621, 4972, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271643, 4461, -1633, 3962, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271682, 3407, -213, 1504, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271721, 3648, 1104, 1701, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271760, 3246, 976, 916, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271799, 3071, 995, 1180, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271838, 2617, 180, 1273, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271877, 3164, 306, 2023, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271917, 3681, 1474, 1922, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271955, 4031, 823, 1680, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
271994, 4362, 1602, 3238, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272033, 4891, 851, 3136, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272071, 3906, 1256, 2166, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272110, 2638, 860, 1393, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272149, 2472, 1522, 1947, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272187, 2350, 1694, 1708, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272226, 2990, 1820, 1376, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272265, 3443, 1011, 1935, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272304, 4494, 2731, 3636, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272342, 4176, 2082, 3300, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272381, 3718, 967, 2600, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272420, 2808, 3899, 4258, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272458, 1745, 166, 4064, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272497, 2857, -672, 3516, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272536, 3492, -24, 3309, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272575, 2570, 1319, 2558, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272613, 2575, 2095, 2099, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272652, 3137, 1530, 1839, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272691, 3851, 1279, 887, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272730, 3202, 1579, 2291, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272770, 2869, 1275, 1386, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272810, 3036, 1125, 1366, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272851, 3240, 1372, 945, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272891, 3250, 1343, 1371, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272932, 3513, 1281, 719, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
272972, 4053, 1429, 453, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273012, 4027, 1667, 2, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273053, 4231, 1368, 3, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273093, 4587, 503, 180, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273134, 5165, 832, 55, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273174, 5767, 1137, 179, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273215, 3932, 615, -373, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273256, 3215, 214, -344, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273297, 3761, 374, -335, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273338, 3804, 1062, -61, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273379, 3683, 1161, -82, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273420, 3443, 1897, -381, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273461, 3419, 2455, -555, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273502, 3542, 2845, -471, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273543, 3856, 2834, -416, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273584, 4021, 2616, -159, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273617, 4044, 2210, 21, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273651, 3392, 2366, 107, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273684, 3227, 2558, 430, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273718, 3048, 2989, 602, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273752, 3073, 2782, 699, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273785, 3037, 2584, 840, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273819, 2735, 2842, 1040, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273852, 2188, 2888, 1225, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273886, 2155, 3237, 1605, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273920, 1774, 2281, 1983, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
273960, 1409, 956, 1942, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274000, 1067, 2579, 1330, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274040, -605, 3606, 1027, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274081, 741, 2786, 2663, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274121, 286, 3856, 1971, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274161, 550, 2943, 1595, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274202, 430, 3548, 2085, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274242, 730, 3020, 2124, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274282, 990, 3569, 1457, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274323, 440, 4103, 472, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274359, 68, 3912, 358, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274395, -221, 4043, -238, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274431, -240, 3826, -271, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274468, -346, 4055, -455, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274504, -230, 4259, -264, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274540, 121, 4164, -23, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274576, 525, 4478, -285, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274613, 832, 4341, -687, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274649, 777, 4135, -968, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274685, 521, 4100, -982, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274722, 295, 3956, -723, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274762, 93, 3997, -635, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274802, 3, 4179, -529, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274842, 4, 4258, -383, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274883, 95, 4213, -430, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274923, 174, 4128, -672, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
274963, 285, 3946, -663, 86, 2eca91c2-cbb6-40f1-8db3-944e6cc39b54, , transisi, transisi_sujud_ke_bersedekap, , 
