80259, 3117, 2475, 1084, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81591, 60, 2865, 2739, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81632, 0, 2731, 3120, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81669, 115, 3222, 3065, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81706, 547, 3352, 2955, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81743, 1274, 3095, 2217, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81780, 1607, 2961, 2632, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81817, 1672, 2668, 2954, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81854, 1320, 2761, 2861, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81891, 932, 2714, 3274, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81928, 636, 2908, 3206, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
81965, 339, 2760, 3382, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82002, 84, 2678, 3416, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82040, -285, 3076, 3068, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82078, -492, 2495, 3735, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82117, 639, 2689, 3046, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82155, 1288, 1679, 1381, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82194, 2164, 1436, 520, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82233, 3925, 800, 676, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82271, 4742, 1190, 1107, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82310, 5040, 1364, 1691, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82348, 5253, 1272, 1059, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82387, 5041, 832, 619, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82426, 4992, 110, 499, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82466, 4506, -3, 64, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82507, 4425, 439, 661, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82547, 4989, 608, 2546, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82588, 4153, 736, 858, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82628, 3817, 1293, 217, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82669, 4260, 536, 810, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82709, 4061, 710, 493, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82750, 4152, 591, 292, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82790, 4068, 592, 259, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82831, 4145, 597, 135, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82870, 4113, 619, 62, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82910, 4144, 624, 26, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82949, 4147, 600, -42, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
82989, 4200, 509, -97, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83028, 4107, 535, -167, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83068, 4113, 590, -270, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83107, 4107, 619, -262, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83147, 4096, 687, -374, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83186, 4120, 458, -252, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83226, 4162, 402, -280, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83266, 4131, 439, -306, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83302, 4121, 399, -250, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83338, 4150, 297, -160, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83374, 4161, 471, -173, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83410, 4134, 397, -62, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83446, 4238, 429, 49, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83482, 4199, 549, 167, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83518, 4345, 521, 152, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83554, 4706, 1003, 156, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83590, 5101, 475, 1438, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83626, 5837, 980, 2150, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83662, 5756, 580, 2766, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83699, 4903, 1208, -1283, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83736, 5377, 1598, -686, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83773, 4442, 1383, 529, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83810, 3644, 948, 584, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83847, 3599, 1385, 1083, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83884, 3164, 1762, 564, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83921, 2920, 2225, 1081, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83958, 2489, 1911, 1390, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
83995, 2097, 2197, 1526, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84032, 1401, 2230, 1653, 53, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84071, 800, 2233, 1911, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84110, -41, 2404, 1763, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84149, -770, 4333, 2784, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84189, -1940, 4078, 7046, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84228, -973, 3233, 4034, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84267, 253, 2703, 2102, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84307, 891, 2681, 2027, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84346, 1600, 2645, 2391, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84385, 2197, 3237, 2885, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84425, 2501, 2816, 2406, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84465, 2210, 3354, 2416, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84505, 1816, 3205, 1930, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84545, 1550, 3216, 1792, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84585, 1617, 4100, 2147, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84625, 938, 4021, 1878, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84665, 1759, 4031, 2865, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84705, 1323, 2742, 2981, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84745, 1577, 3272, 2573, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84785, 1501, 3627, 2327, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84826, 1259, 3218, 2279, 54, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84861, 900, 2612, 1888, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84896, 773, 2700, 2150, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84932, 1104, 2512, 1513, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
84967, 3262, 2842, 375, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85003, 4307, 1778, -879, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85038, 5352, 2547, -978, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85074, 7060, 2677, 32, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85109, 6049, 2818, -206, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85145, 5089, 1868, 290, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85180, 4324, 559, 552, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85216, 3912, 583, 373, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85256, 3352, 63, 809, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85297, 2534, 963, 754, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85338, 2175, 940, 448, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85378, 2928, 1133, -8, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85419, 3496, 1123, 141, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85460, 3829, 808, 482, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85500, 3977, 566, 764, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85541, 4034, 583, 760, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85582, 4102, 842, 545, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85623, 4044, 1121, 373, 55, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85664, 3917, 1458, 291, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85706, 4072, 1262, 240, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85748, 4151, 1215, 270, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85790, 4280, 1943, 116, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85832, 4472, 2432, -21, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85874, 4697, 2818, -306, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85916, 4039, 3270, -223, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
85958, 3715, 3914, -282, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86000, 3266, 3749, -214, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86042, 2469, 3459, -246, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86076, 1295, 3129, -455, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86111, 334, 3274, -648, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86146, 38, 3300, -594, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86181, -591, 2842, -583, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86216, -432, 3809, -989, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86251, -867, 2258, -197, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86286, -1072, 3070, -595, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86321, -1139, 2817, -281, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86356, -1230, 3048, -437, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86391, -1246, 3596, -602, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86426, -1334, 3275, -453, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86465, -1316, 3740, -412, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86505, -1344, 3759, -538, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86545, -1238, 4033, -977, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86584, -1353, 3777, -1086, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86624, -1073, 3426, -1537, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86664, -1416, 4028, -2038, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86703, -350, 3612, -1237, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86743, -1327, 4161, -1312, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86783, -786, 2501, -1130, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86823, -698, 3015, -949, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86860, -956, 3583, -1603, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86897, -1047, 3766, -1825, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86934, -1189, 4119, -2115, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
86971, -978, 4239, -2119, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
87008, -897, 3672, -1909, 56, ccde3485-4d39-4259-bff9-94cdcf652b38, , transisi, transisi_sujud_ke_bersedekap, , 
