155798, 2664, 2294, 2171, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156486, 2807, 2424, 1018, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156520, 3166, 1949, 805, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156554, 2840, 1776, 1240, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156588, 2849, 921, 1148, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156622, 3405, 1777, 1127, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156657, 3344, 2094, 919, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156691, 5669, 2591, 1254, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156725, 3961, 772, 2348, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156759, 3414, 4344, 3454, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156793, 3617, 360, 3208, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156828, 3706, 2717, 4467, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156865, 3881, 594, 2518, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156902, 2549, 2140, 2540, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156939, 3021, 1207, 2467, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
156976, 3058, 1536, 2427, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157013, 3137, 1159, 2467, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157050, 3022, 1467, 2471, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157087, 3060, 1433, 2409, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157124, 3202, 1326, 2365, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157161, 3155, 1336, 2298, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157198, 3085, 1400, 2375, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157236, 3243, 1297, 2315, 104, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157275, 3079, 1430, 2412, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157315, 3199, 1270, 2339, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157354, 3245, 1292, 2225, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157394, 3336, 1144, 2240, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157433, 3260, 1301, 2206, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157473, 3358, 1155, 2177, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157512, 3396, 1084, 2119, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157552, 3413, 1132, 2091, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157591, 3344, 1156, 2155, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157631, 3405, 1190, 2142, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157665, 3382, 1080, 2113, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157700, 3389, 1149, 2085, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157734, 3433, 1040, 2096, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157769, 3378, 1188, 2148, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157803, 3381, 1149, 2146, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157838, 3332, 1241, 2177, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157872, 3362, 1284, 2121, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157907, 3399, 1185, 2124, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157941, 3327, 1331, 2146, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
157976, 3383, 1048, 2194, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158011, 3157, 1422, 2282, 102, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158054, 3125, 1444, 2272, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158098, 3104, 1451, 2327, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158142, 3225, 1345, 2223, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158186, 3383, 1361, 2196, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158230, 3328, 1381, 2223, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158273, 3065, 1297, 2346, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158317, 3121, 1602, 2323, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158361, 3270, 1381, 2339, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158405, 3325, 1746, 2316, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158449, 3608, 1569, 2682, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158486, 4366, 2649, 2349, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158523, 4491, 2967, 1841, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158560, 3957, 2259, 1350, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158598, 5259, 571, 456, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158635, 5343, 107, -608, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158672, 4659, -647, -385, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158710, 4639, -243, -1060, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158747, 4519, -551, -588, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158784, 4386, 469, -9, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158822, 4868, 792, -262, 101, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158863, 4779, 850, -642, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158904, 4740, 517, -1032, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158946, 4341, 563, -1657, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
158987, 4034, 872, -1657, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159028, 3838, 756, -1632, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159070, 3858, 867, -2057, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159111, 3410, 912, -1892, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159152, 3577, 78, -1997, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159194, 3168, 445, -1983, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159235, 3398, 1429, -1631, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159277, 3074, -205, -1474, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159310, 3083, 234, -1998, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159344, 2948, 798, -2357, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159377, 2877, 47, -1854, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159411, 3086, 341, -2162, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159444, 2725, -64, -2303, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159478, 3402, 280, -1974, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159511, 3488, -119, -2217, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159545, 3785, 1228, -2439, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159578, 3691, -62, -2228, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159612, 3327, 216, -2307, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159646, 3221, 789, -2360, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159681, 3145, 198, -2015, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159716, 2896, 484, -2128, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159751, 3280, 726, -2283, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159786, 3433, 1208, -2193, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159820, 3460, 1619, -1981, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159855, 3612, 1648, -2009, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159890, 3678, 2020, -1835, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159925, 3535, 2145, -1630, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159960, 3664, 2266, -1346, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
159995, 3412, 3100, -1323, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160036, 2745, 4044, -760, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160078, 3172, 3818, -610, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160120, 2406, 3617, -331, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160162, 2275, 3642, 82, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160204, 1866, 3569, 639, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160245, 1486, 3485, 679, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160287, 1281, 3924, 1209, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160329, 714, 3628, 1405, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160371, 402, 3607, 1407, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160413, -424, 3578, 1570, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160454, -583, 3188, 1652, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160496, -1141, 3186, 1586, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160537, -1622, 2588, 1858, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160579, -1694, 2439, 1669, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160620, -1962, 2931, 1323, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160662, -2183, 2104, 1786, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160703, -2469, 1684, 1740, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160745, -2743, 1157, 1919, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160786, -2964, 825, 1901, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160828, -3089, 764, 1921, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160862, -3383, 581, 1943, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160897, -3483, 785, 1978, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160931, -3388, 918, 1745, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
160966, -3457, 706, 1786, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161000, -3526, 615, 1813, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161035, -3283, 575, 1537, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161069, -3389, 179, 1682, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161104, -3215, -259, 1262, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161138, -3298, -853, 830, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161173, -3477, -740, 950, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161208, -3144, -478, 576, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161248, -2651, 20, 268, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161288, -2314, 1004, 842, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161328, -1926, 1308, 771, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161369, -1026, 3041, 1801, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161409, -1533, 3835, 2413, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161449, -1168, 4642, 3302, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161490, -1346, 5959, 2559, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161530, 34, 4107, 2643, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161570, 1736, 4957, 2413, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161611, 7425, 3294, 795, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161654, -3001, 4326, 1488, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161697, -813, 4534, 1819, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161741, 1820, 4271, 1608, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161784, 1285, 3964, 1829, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161828, -283, 3939, 1370, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161871, -93, 3713, 712, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161914, 40, 3833, 870, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
161958, 2670, 3999, 447, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162001, -479, 4392, 317, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162045, 602, 3516, 837, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162078, 1416, 3581, 524, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162111, -213, 4175, 726, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162144, 1198, 3872, 982, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162177, 376, 4098, 781, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162210, -22, 4154, 733, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
162244, 81, 4187, 836, 100, dd5a3d20-2a0f-4419-a9ef-9d434424cf2c, , transisi, transisi_duduk_ke_bersedekap, , 
