171005, 1539, 1110, 3717, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172300, 1485, 1247, 3683, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172334, 1492, 1203, 3708, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172367, 1503, 1259, 3681, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172400, 1500, 1220, 3654, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172434, 1480, 1249, 3689, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172472, 1495, 1261, 3655, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172511, 1482, 1316, 3666, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172550, 1484, 1299, 3662, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172588, 1464, 1276, 3649, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172627, 1473, 1293, 3656, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172666, 1499, 1300, 3656, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172704, 1504, 1283, 3664, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172743, 1465, 1344, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172782, 1471, 1269, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172821, 1480, 1277, 3661, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172857, 1491, 1280, 3658, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172894, 1516, 1299, 3618, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172930, 1512, 1249, 3639, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
172967, 1500, 1255, 3684, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173004, 1501, 1283, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173040, 1530, 1258, 3643, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173077, 1488, 1323, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173114, 1464, 1319, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173150, 1477, 1340, 3654, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173187, 1488, 1283, 3655, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173224, 1477, 1310, 3652, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173263, 1491, 1316, 3633, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173303, 1514, 1319, 3648, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173342, 1523, 1281, 3659, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173382, 1505, 1306, 3630, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173422, 1492, 1302, 3662, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173461, 1495, 1328, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173501, 1517, 1338, 3640, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173540, 1495, 1300, 3638, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173580, 1486, 1348, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173620, 1484, 1337, 3655, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173660, 1518, 1316, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173700, 1483, 1320, 3643, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173740, 1459, 1345, 3632, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173780, 1489, 1339, 3639, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173821, 1494, 1343, 3637, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173861, 1462, 1341, 3610, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173901, 1469, 1370, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173941, 1478, 1313, 3641, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
173981, 1491, 1343, 3658, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174022, 1475, 1352, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174058, 1480, 1322, 3648, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174095, 1490, 1379, 3621, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174131, 1490, 1356, 3637, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174168, 1492, 1339, 3650, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174204, 1483, 1376, 3641, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174241, 1462, 1325, 3653, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174277, 1495, 1341, 3637, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174314, 1482, 1395, 3632, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174350, 1483, 1348, 3649, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174387, 1476, 1359, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174424, 1496, 1372, 3631, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174463, 1499, 1361, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174503, 1447, 1336, 3627, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174542, 1464, 1362, 3625, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174582, 1466, 1385, 3632, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174622, 1351, 1299, 3625, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174661, 1458, 1394, 3622, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174701, 1475, 1373, 3629, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174740, 1486, 1360, 3641, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174780, 1472, 1369, 3626, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174820, 1465, 1354, 3633, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174861, 1467, 1379, 3647, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174903, 1473, 1389, 3653, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174945, 1462, 1365, 3630, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
174987, 1482, 1368, 3651, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175029, 1502, 1354, 3632, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175071, 1471, 1348, 3638, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175113, 1462, 1354, 3637, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175155, 1478, 1367, 3619, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175197, 1465, 1371, 3656, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175239, 1459, 1372, 3638, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175272, 1489, 1369, 3627, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175306, 1470, 1362, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175339, 1487, 1391, 3647, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175373, 1452, 1335, 3630, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175406, 1443, 1368, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175440, 1471, 1367, 3644, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175473, 1465, 1382, 3619, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175507, 1461, 1397, 3643, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175540, 1468, 1362, 3628, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175574, 1475, 1385, 3624, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175608, 1460, 1376, 3638, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175649, 1443, 1381, 3616, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175690, 1464, 1391, 3640, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175731, 1456, 1391, 3633, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175772, 1460, 1362, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175813, 1459, 1371, 3623, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175854, 1484, 1378, 3629, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175895, 1464, 1406, 3662, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175936, 1468, 1390, 3647, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
175977, 1460, 1355, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176018, 1448, 1390, 3635, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176056, 1462, 1393, 3628, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176094, 1477, 1359, 3631, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176132, 1461, 1391, 3628, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176170, 1429, 1382, 3622, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176208, 1473, 1384, 3626, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176246, 1484, 1383, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176284, 1472, 1386, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176322, 1476, 1354, 3630, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176360, 1474, 1394, 3643, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176398, 1448, 1381, 3642, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176437, 1455, 1374, 3621, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176478, 1471, 1371, 3647, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176520, 1472, 1390, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176561, 1457, 1379, 3627, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176603, 1447, 1343, 3667, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176645, 1468, 1400, 3628, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176686, 1457, 1352, 3630, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176728, 1464, 1392, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176769, 1474, 1391, 3624, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176811, 1448, 1383, 3627, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176853, 1439, 1393, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176891, 1444, 1354, 3630, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176929, 1448, 1424, 3635, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
176967, 1449, 1375, 3642, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177005, 1468, 1379, 3641, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177043, 1449, 1409, 3628, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177081, 1480, 1375, 3640, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177119, 1461, 1380, 3629, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177157, 1466, 1359, 3654, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177195, 1455, 1402, 3615, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177233, 1466, 1396, 3621, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177272, 1470, 1377, 3633, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177312, 1457, 1415, 3627, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177351, 1454, 1380, 3625, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177391, 1458, 1360, 3635, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177431, 1454, 1390, 3639, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177470, 1450, 1385, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177510, 1460, 1406, 3635, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177550, 1461, 1407, 3628, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177589, 1448, 1400, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177629, 1475, 1356, 3632, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177669, 1454, 1421, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177702, 1440, 1379, 3645, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177736, 1444, 1381, 3637, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177770, 1469, 1394, 3638, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177804, 1438, 1405, 3635, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177838, 1447, 1400, 3640, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177872, 1462, 1424, 3626, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177906, 1457, 1399, 3643, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177940, 1448, 1401, 3626, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
177974, 1464, 1361, 3640, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178008, 1464, 1408, 3617, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178046, 1442, 1386, 3636, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178085, 1442, 1415, 3637, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178123, 1433, 1408, 3619, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178162, 1464, 1374, 3633, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178201, 1458, 1396, 3631, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178239, 1475, 1409, 3641, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178278, 1474, 1397, 3617, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178317, 1470, 1365, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178355, 1459, 1415, 3619, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178394, 1444, 1390, 3626, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178433, 1448, 1390, 3643, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178471, 1457, 1421, 3621, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178510, 1466, 1354, 3625, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178549, 1463, 1375, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178588, 1489, 1352, 3634, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178627, 1484, 1340, 3646, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178666, 1489, 1368, 3620, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178705, 1478, 1361, 3635, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178744, 1473, 1337, 3652, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178783, 1485, 1378, 3614, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178822, 1499, 1352, 3648, 93, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178862, 1477, 1411, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178902, 1462, 1371, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178942, 1467, 1394, 3640, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
178982, 1465, 1333, 3637, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179023, 1472, 1413, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179063, 1463, 1392, 3649, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179103, 1438, 1373, 3645, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179143, 1483, 1401, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179183, 1483, 1375, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179224, 1482, 1366, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179260, 1487, 1399, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179296, 1467, 1378, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179332, 1463, 1425, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179368, 1485, 1386, 3654, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179404, 1474, 1362, 3651, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179440, 1479, 1387, 3646, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179476, 1482, 1390, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179512, 1478, 1400, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179548, 1478, 1385, 3641, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179584, 1469, 1376, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
