385685, 1169, 2143, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386449, 1316, 2160, 3262, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386485, 1315, 2080, 3303, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386522, 1343, 2021, 3316, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386566, 1360, 2112, 3290, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386611, 1374, 2136, 3226, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386655, 1362, 2214, 3288, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386700, 1240, 2148, 3331, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386745, 1207, 2136, 3309, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386789, 1190, 2142, 3313, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386834, 1152, 2168, 3312, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386878, 1154, 2213, 3312, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386923, 1129, 2184, 3280, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
386968, 1119, 2217, 3340, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387003, 1094, 2183, 3336, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387039, 1079, 2187, 3328, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387075, 1098, 2193, 3357, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387110, 1109, 2199, 3346, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387146, 1082, 2183, 3351, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387182, 1062, 2227, 3325, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387217, 1047, 2262, 3303, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387253, 974, 2180, 3291, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387289, 1081, 2179, 3382, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387325, 1115, 2191, 3314, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387367, 1133, 2151, 3364, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387409, 1145, 2188, 3363, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387451, 1117, 2182, 3304, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387494, 1141, 2213, 3351, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387536, 1099, 2192, 3323, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387578, 1115, 2180, 3371, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387620, 1055, 2103, 3298, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387663, 977, 2223, 3404, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387705, 1052, 2127, 3309, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387747, 1143, 2166, 3300, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387790, 1267, 2222, 3329, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387825, 1213, 2161, 3277, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387861, 1262, 2186, 3277, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387897, 1134, 2135, 3374, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387933, 1114, 2194, 3338, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
387969, 1116, 2168, 3338, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388005, 1088, 2193, 3340, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388041, 1102, 2188, 3349, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388077, 1077, 2193, 3333, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388113, 1067, 2178, 3334, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388149, 1091, 2156, 3364, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388190, 1105, 2199, 3328, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388231, 1105, 2161, 3341, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388272, 1084, 2179, 3363, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388314, 1086, 2202, 3338, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388355, 1051, 2152, 3337, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388396, 1082, 2221, 3362, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388438, 1071, 2191, 3326, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388479, 1092, 2163, 3337, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388520, 1077, 2203, 3367, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388562, 1086, 2173, 3337, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388593, 1093, 2182, 3355, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388624, 1056, 2216, 3349, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388656, 1073, 2191, 3329, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388687, 1035, 2191, 3350, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388718, 1059, 2193, 3362, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388750, 1062, 2222, 3338, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388781, 1052, 2177, 3352, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388812, 1068, 2210, 3343, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388844, 1065, 2219, 3314, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388875, 1051, 2223, 3347, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388907, 1049, 2213, 3357, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388952, 1064, 2199, 3338, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
388997, 1019, 2217, 3335, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389042, 1019, 2211, 3357, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389087, 1050, 2202, 3316, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389132, 1056, 2201, 3342, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389177, 1044, 2220, 3336, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389222, 1067, 2243, 3337, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389267, 1041, 2224, 3337, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389312, 1045, 2212, 3349, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389357, 1032, 2216, 3332, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389390, 1037, 2230, 3327, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389423, 1056, 2256, 3340, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389456, 1010, 2222, 3348, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389489, 1029, 2233, 3320, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389522, 1019, 2205, 3357, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389556, 1036, 2215, 3335, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389589, 1036, 2226, 3329, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389622, 1024, 2236, 3330, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389655, 1009, 2225, 3347, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389688, 1057, 2231, 3336, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389722, 1009, 2231, 3340, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389762, 1004, 2250, 3334, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389803, 1040, 2252, 3313, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389844, 1039, 2233, 3315, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389885, 1044, 2263, 3342, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389926, 1015, 2247, 3323, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
389967, 1036, 2248, 3325, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390008, 1011, 2245, 3314, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390049, 1027, 2243, 3330, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390090, 1029, 2235, 3335, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390131, 1032, 2214, 3344, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390174, 1041, 2237, 3320, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390218, 1027, 2259, 3317, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390262, 1017, 2249, 3326, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390306, 1034, 2231, 3311, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390350, 1035, 2252, 3320, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390393, 1048, 2245, 3305, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390437, 1048, 2233, 3300, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390481, 1050, 2269, 3324, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390525, 1025, 2263, 3323, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390569, 1042, 2255, 3310, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390599, 1050, 2270, 3305, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390630, 1055, 2245, 3315, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390661, 1066, 2247, 3296, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390692, 1070, 2246, 3310, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390723, 1059, 2260, 3316, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390754, 1056, 2254, 3297, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390785, 1063, 2274, 3296, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390816, 1071, 2268, 3300, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390847, 1092, 2252, 3305, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390878, 1052, 2267, 3283, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390909, 1064, 2269, 3295, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390953, 1069, 2253, 3291, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
390997, 1086, 2245, 3301, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391042, 1073, 2261, 3320, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391086, 1080, 2258, 3318, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391131, 1077, 2254, 3307, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391175, 1063, 2280, 3314, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391219, 1052, 2261, 3312, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391264, 1066, 2258, 3318, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391308, 1070, 2242, 3299, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391353, 1046, 2283, 3308, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391389, 1056, 2263, 3308, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391426, 1044, 2264, 3282, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391462, 1054, 2262, 3296, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391499, 1064, 2269, 3305, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391536, 1040, 2263, 3309, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391572, 1037, 2260, 3313, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391609, 1033, 2267, 3318, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391645, 1041, 2270, 3297, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391682, 1065, 2275, 3312, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391719, 1048, 2286, 3317, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391759, 1028, 2258, 3298, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391800, 1016, 2265, 3303, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391841, 1043, 2264, 3304, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391881, 1050, 2274, 3298, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391922, 1022, 2298, 3305, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
391963, 1028, 2272, 3308, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392004, 1025, 2255, 3317, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392044, 1025, 2259, 3307, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392085, 1037, 2266, 3298, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392126, 1026, 2282, 3290, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392167, 1011, 2305, 3297, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392201, 1016, 2269, 3311, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392235, 1025, 2254, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392269, 1035, 2311, 3314, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392303, 1040, 2281, 3304, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392337, 1041, 2279, 3306, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392371, 1015, 2277, 3309, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392405, 1021, 2276, 3302, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392439, 1010, 2284, 3315, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392473, 1024, 2283, 3315, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392507, 1022, 2275, 3287, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392543, 1008, 2281, 3298, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392579, 1053, 2274, 3299, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392615, 1019, 2305, 3285, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392651, 984, 2284, 3316, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392687, 993, 2294, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392724, 1025, 2257, 3289, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392760, 1025, 2262, 3316, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392796, 985, 2284, 3302, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392832, 1008, 2289, 3290, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392868, 1027, 2264, 3290, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392905, 1031, 2283, 3324, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392945, 1008, 2276, 3302, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
392986, 1006, 2286, 3298, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393026, 1029, 2287, 3296, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393067, 1015, 2290, 3319, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393107, 995, 2308, 3278, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393148, 993, 2300, 3313, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393188, 986, 2263, 3319, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393229, 1016, 2279, 3296, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393269, 1001, 2296, 3306, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393310, 980, 2263, 3314, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393355, 1007, 2292, 3293, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393400, 1021, 2260, 3276, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393445, 1011, 2285, 3310, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393490, 996, 2275, 3303, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393536, 978, 2303, 3327, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393581, 997, 2300, 3296, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
