271001, 2429, 2104, 2520, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271681, 2391, 2164, 2558, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271715, 2371, 2158, 2631, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271748, 2405, 2170, 2603, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271782, 2380, 2171, 2603, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271816, 2391, 2171, 2604, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271850, 2409, 2175, 2596, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271883, 2396, 2142, 2596, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271917, 2354, 2183, 2615, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271951, 2371, 2152, 2597, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
271985, 2336, 2177, 2608, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272026, 2366, 2162, 2604, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272068, 2372, 2177, 2614, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272110, 2372, 2172, 2645, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272152, 2392, 2166, 2643, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272194, 2352, 2193, 2627, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272235, 2330, 2201, 2611, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272277, 2395, 2153, 2589, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272319, 2398, 2175, 2591, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272361, 2374, 2156, 2620, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272403, 2339, 2210, 2605, 96, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272440, 2348, 2171, 2630, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272478, 2366, 2156, 2632, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272515, 2343, 2209, 2633, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272553, 2356, 2183, 2608, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272591, 2377, 2195, 2636, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272628, 2381, 2176, 2600, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272666, 2359, 2184, 2636, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272703, 2350, 2202, 2621, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272741, 2366, 2183, 2591, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272779, 2365, 2176, 2629, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272817, 2371, 2190, 2628, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272855, 2366, 2192, 2608, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272893, 2390, 2155, 2613, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272931, 2315, 2239, 2622, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
272969, 2338, 2223, 2609, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273007, 2405, 2170, 2565, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273045, 2383, 2163, 2602, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273083, 2372, 2199, 2592, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273121, 2345, 2219, 2600, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273159, 2359, 2187, 2603, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273198, 2367, 2206, 2593, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273237, 2316, 2225, 2598, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273276, 2333, 2226, 2599, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273316, 2372, 2203, 2597, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273355, 2367, 2156, 2596, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273395, 2345, 2207, 2587, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273434, 2348, 2223, 2580, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273473, 2339, 2209, 2579, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273513, 2327, 2239, 2581, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273552, 2344, 2210, 2609, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273592, 2316, 2257, 2625, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273627, 2298, 2266, 2615, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273662, 2280, 2279, 2609, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273697, 2310, 2239, 2602, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273732, 2315, 2257, 2600, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273767, 2295, 2258, 2598, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273802, 2268, 2280, 2612, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273837, 2298, 2255, 2628, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273872, 2303, 2275, 2613, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273907, 2253, 2295, 2609, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273942, 2266, 2275, 2612, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
273978, 2269, 2273, 2616, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274020, 2277, 2265, 2626, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274062, 2273, 2265, 2608, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274104, 2295, 2275, 2637, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274146, 2289, 2254, 2603, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274188, 2261, 2273, 2621, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274230, 2260, 2257, 2619, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274272, 2291, 2263, 2620, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274314, 2249, 2312, 2625, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274356, 2244, 2273, 2631, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274398, 2292, 2257, 2640, 95, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274437, 2309, 2248, 2609, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274477, 2262, 2257, 2634, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274516, 2264, 2293, 2613, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274556, 2277, 2276, 2631, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274596, 2237, 2257, 2652, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274635, 2222, 2283, 2623, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274675, 2282, 2247, 2629, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274714, 2256, 2267, 2626, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274754, 2238, 2282, 2622, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274794, 2248, 2270, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274831, 2241, 2276, 2635, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274869, 2265, 2276, 2649, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274907, 2262, 2282, 2621, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274945, 2246, 2253, 2653, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
274983, 2260, 2261, 2604, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275021, 2262, 2231, 2646, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275059, 2232, 2311, 2649, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275097, 2226, 2298, 2638, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275135, 2288, 2259, 2632, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275173, 2293, 2233, 2637, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275211, 2245, 2271, 2644, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275248, 2230, 2292, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275285, 2269, 2249, 2646, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275322, 2261, 2252, 2648, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275360, 2248, 2281, 2635, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275397, 2266, 2242, 2630, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275434, 2253, 2280, 2643, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275472, 2257, 2263, 2645, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275509, 2256, 2262, 2629, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275546, 2256, 2270, 2654, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275584, 2244, 2283, 2638, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275622, 2256, 2289, 2657, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275661, 2261, 2252, 2648, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275700, 2216, 2252, 2646, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275738, 2276, 2271, 2657, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275777, 2261, 2271, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275816, 2212, 2271, 2642, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275855, 2214, 2286, 2627, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275893, 2263, 2263, 2640, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275932, 2284, 2269, 2634, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
275971, 2237, 2284, 2645, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276010, 2222, 2287, 2632, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276050, 2281, 2257, 2654, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276090, 2226, 2298, 2632, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276130, 2241, 2257, 2649, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276170, 2268, 2267, 2639, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276210, 2263, 2230, 2655, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276250, 2274, 2267, 2630, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276290, 2256, 2261, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276330, 2264, 2267, 2634, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276370, 2236, 2280, 2613, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276411, 2231, 2303, 2644, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276448, 2260, 2285, 2634, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276485, 2292, 2224, 2630, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276522, 2253, 2285, 2655, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276560, 2218, 2338, 2612, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276597, 2265, 2261, 2632, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276634, 2306, 2241, 2599, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276672, 2252, 2282, 2625, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276709, 2227, 2279, 2649, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276746, 2212, 2276, 2641, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276784, 2271, 2293, 2625, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276826, 2227, 2293, 2630, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276868, 2248, 2284, 2628, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276910, 2254, 2265, 2640, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276953, 2222, 2285, 2623, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
276995, 2246, 2271, 2639, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277037, 2253, 2303, 2645, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277079, 2237, 2279, 2615, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277122, 2241, 2259, 2658, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277164, 2211, 2323, 2645, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277206, 2274, 2259, 2623, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277249, 2248, 2301, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277283, 2213, 2326, 2649, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277318, 2181, 2301, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277352, 2260, 2266, 2641, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277387, 2245, 2296, 2640, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277421, 2213, 2304, 2608, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277456, 2218, 2313, 2633, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277490, 2221, 2293, 2641, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277525, 2202, 2304, 2616, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277559, 2226, 2300, 2628, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277594, 2215, 2300, 2635, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277629, 2208, 2286, 2645, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277664, 2243, 2298, 2628, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277700, 2212, 2298, 2642, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277735, 2212, 2292, 2645, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277770, 2224, 2303, 2615, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277806, 2220, 2305, 2651, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277841, 2220, 2319, 2623, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277876, 2244, 2264, 2640, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277912, 2206, 2331, 2641, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277947, 2160, 2299, 2656, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
277983, 2243, 2244, 2624, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278025, 2251, 2258, 2647, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278068, 2187, 2322, 2617, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278111, 2166, 2315, 2650, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278153, 2218, 2284, 2641, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278196, 2222, 2289, 2641, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278239, 2225, 2310, 2656, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278281, 2234, 2305, 2640, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278324, 2225, 2282, 2639, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278367, 2211, 2318, 2625, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278410, 2223, 2296, 2635, 94, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278448, 2231, 2303, 2652, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278486, 2221, 2269, 2628, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278524, 2226, 2275, 2668, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278563, 2219, 2297, 2645, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278601, 2214, 2293, 2636, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278639, 2225, 2313, 2636, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278678, 2177, 2337, 2653, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278716, 2214, 2301, 2635, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278754, 2272, 2250, 2642, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278793, 2223, 2290, 2648, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278831, 2219, 2310, 2642, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278869, 2218, 2300, 2643, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278907, 2226, 2312, 2617, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278945, 2173, 2293, 2646, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
278983, 2235, 2324, 2622, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
279022, 2249, 2272, 2632, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
279060, 2240, 2301, 2631, 93, bad97c08-8385-4cb7-976c-53d1943ec04c, , duduk, duduk_tasyahud_akhir, , 
