103979, 1351, 1692, 3087, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107449, 1343, 2431, 3084, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107488, 1368, 2421, 3070, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107528, 1340, 2448, 3079, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107569, 1327, 2434, 3083, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107610, 1373, 2397, 3088, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107651, 1335, 2411, 3077, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107692, 1336, 2425, 3085, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107732, 1314, 2440, 3100, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107773, 1295, 2423, 3088, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107814, 1339, 2421, 3088, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107855, 1356, 2389, 3060, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107896, 1322, 2429, 3082, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107930, 1331, 2426, 3067, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
107965, 1344, 2440, 3074, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108000, 1300, 2436, 3082, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108035, 1338, 2412, 3078, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108070, 1337, 2416, 3085, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108105, 1301, 2434, 3077, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108140, 1325, 2418, 3096, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108175, 1323, 2422, 3088, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108210, 1336, 2421, 3080, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108245, 1334, 2410, 3076, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108280, 1331, 2451, 3092, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108316, 1320, 2435, 3085, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108353, 1325, 2436, 3083, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108390, 1314, 2434, 3084, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108427, 1329, 2437, 3084, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108464, 1329, 2406, 3101, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108500, 1318, 2421, 3070, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108537, 1310, 2467, 3087, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108574, 1308, 2443, 3069, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108611, 1327, 2415, 3085, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108648, 1288, 2424, 3072, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108694, 1299, 2438, 3087, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108741, 1293, 2443, 3071, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108788, 1346, 2430, 3064, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108834, 1323, 2449, 3078, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108881, 1284, 2461, 3066, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108928, 1295, 2454, 3095, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
108974, 1331, 2425, 3074, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109021, 1283, 2433, 3079, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109068, 1298, 2421, 3078, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109115, 1279, 2424, 3079, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109145, 1316, 2449, 3073, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109175, 1298, 2445, 3089, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109205, 1311, 2436, 3084, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109235, 1290, 2456, 3070, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109265, 1304, 2445, 3077, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109296, 1320, 2440, 3077, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109326, 1311, 2448, 3083, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109356, 1291, 2442, 3095, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109386, 1301, 2431, 3047, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109416, 1307, 2460, 3066, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109447, 1324, 2435, 3067, 84, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109489, 1307, 2447, 3058, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109531, 1322, 2457, 3089, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109573, 1310, 2463, 3075, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109615, 1313, 2458, 3068, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109657, 1318, 2407, 3055, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109699, 1305, 2452, 3048, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109741, 1282, 2458, 3071, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109783, 1313, 2457, 3078, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109825, 1309, 2443, 3068, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109867, 1341, 2441, 3068, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109905, 1340, 2433, 3081, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109944, 1283, 2442, 3061, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
109982, 1305, 2466, 3073, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110021, 1391, 2426, 3063, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110059, 1333, 2435, 3059, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110098, 1334, 2441, 3099, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110136, 1303, 2458, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110175, 1363, 2435, 3067, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110213, 1329, 2458, 3073, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110252, 1322, 2452, 3062, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110291, 1339, 2443, 3071, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110329, 1339, 2427, 3059, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110367, 1353, 2411, 3068, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110405, 1350, 2421, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110444, 1318, 2457, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110482, 1350, 2448, 3051, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110520, 1375, 2428, 3057, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110559, 1326, 2444, 3058, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110597, 1315, 2477, 3063, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110635, 1325, 2442, 3032, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110674, 1353, 2419, 3055, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110716, 1332, 2440, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110758, 1332, 2436, 3057, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110800, 1311, 2454, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110843, 1360, 2461, 3062, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110885, 1345, 2443, 3077, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110927, 1367, 2420, 3058, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
110970, 1348, 2449, 3051, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111012, 1323, 2471, 3050, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111054, 1332, 2436, 3055, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111097, 1328, 2454, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111128, 1334, 2443, 3079, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111159, 1317, 2441, 3055, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111190, 1339, 2457, 3062, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111221, 1324, 2417, 3058, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111252, 1308, 2474, 3059, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111283, 1327, 2473, 3065, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111314, 1327, 2427, 3053, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111345, 1337, 2466, 3054, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111376, 1319, 2463, 3071, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111407, 1313, 2444, 3070, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111438, 1321, 2439, 3061, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111486, 1327, 2433, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111534, 1334, 2462, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111582, 1301, 2455, 3060, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111630, 1317, 2440, 3051, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111678, 1324, 2436, 3049, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111726, 1334, 2460, 3067, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111774, 1316, 2465, 3065, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111822, 1314, 2470, 3065, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
