144253, 2244, 2051, 2669, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145037, 2302, 1677, 3013, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145077, 2591, 1530, 3196, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145117, 2507, 1594, 3005, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145157, 2685, 1511, 2845, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145197, 2652, 1163, 2763, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145237, 2898, 1497, 2960, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145277, 2494, 1298, 2666, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145317, 2661, 1516, 2552, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145357, 2889, 1545, 2488, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145397, 2861, 1597, 2529, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145437, 2480, 1407, 3129, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145478, 2413, 1407, 3108, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145518, 2323, 1895, 2986, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145559, 2270, 1926, 3008, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145599, 2186, 1783, 3055, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145640, 2159, 1809, 3003, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145680, 2188, 1768, 2875, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145721, 2130, 1860, 2930, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145761, 2011, 1918, 3111, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145802, 1993, 1796, 3170, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145840, 1899, 1787, 3145, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145878, 1845, 1862, 3209, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145916, 1815, 1915, 3176, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145954, 1806, 1920, 3273, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
145992, 1798, 2020, 3159, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146031, 1877, 2080, 3068, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146069, 1921, 2116, 3022, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146107, 1928, 2173, 2906, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146145, 1971, 2293, 2894, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146183, 1986, 2322, 2832, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146222, 1972, 2308, 2805, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146259, 1966, 2287, 2848, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146297, 1993, 2250, 2861, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146334, 1970, 2238, 2919, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146372, 1966, 2245, 2878, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146410, 1935, 2295, 2875, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146447, 1922, 2317, 2865, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146485, 1895, 2328, 2858, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146522, 1876, 2362, 2856, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146560, 1904, 2348, 2859, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146598, 1882, 2301, 2851, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146634, 1905, 2315, 2850, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146671, 1876, 2349, 2888, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146707, 1901, 2342, 2837, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146744, 1884, 2349, 2836, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146781, 1868, 2370, 2853, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146817, 1865, 2365, 2830, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146854, 1866, 2364, 2847, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146891, 1846, 2359, 2851, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146927, 1906, 2343, 2832, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
146964, 1873, 2352, 2855, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147001, 1850, 2371, 2852, 81, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147041, 1844, 2356, 2840, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147082, 1886, 2354, 2848, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147122, 1901, 2356, 2841, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147163, 1880, 2361, 2849, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147204, 1856, 2360, 2848, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147244, 1883, 2363, 2858, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147285, 1887, 2342, 2859, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147325, 1865, 2367, 2832, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147366, 1879, 2355, 2856, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147407, 1853, 2371, 2843, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147446, 1868, 2360, 2845, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147485, 1833, 2354, 2858, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147524, 1871, 2367, 2856, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147563, 1863, 2358, 2841, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147602, 1842, 2375, 2857, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147641, 1842, 2365, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147680, 1885, 2346, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147719, 1869, 2372, 2836, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147758, 1848, 2390, 2864, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147797, 1852, 2389, 2831, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147836, 1845, 2368, 2829, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147876, 1852, 2385, 2853, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147915, 1848, 2387, 2845, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147955, 1834, 2376, 2847, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
147994, 1869, 2359, 2850, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148034, 1862, 2392, 2823, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148073, 1850, 2375, 2856, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148113, 1843, 2393, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148152, 1838, 2367, 2847, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148192, 1853, 2376, 2832, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148232, 1860, 2388, 2826, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148269, 1860, 2390, 2834, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148307, 1849, 2386, 2838, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148344, 1854, 2395, 2851, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148382, 1829, 2380, 2856, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148419, 1854, 2380, 2848, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148457, 1850, 2385, 2832, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148494, 1870, 2378, 2850, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148532, 1827, 2361, 2856, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148569, 1836, 2392, 2840, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148607, 1829, 2366, 2860, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148642, 1849, 2392, 2839, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148678, 1867, 2393, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148714, 1851, 2400, 2837, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148749, 1819, 2378, 2838, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148785, 1831, 2382, 2829, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148821, 1844, 2379, 2854, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148857, 1834, 2392, 2832, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148892, 1822, 2370, 2832, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148928, 1811, 2375, 2864, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
148964, 1833, 2386, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149000, 1834, 2368, 2849, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149044, 1832, 2401, 2831, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149089, 1850, 2393, 2859, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149134, 1835, 2388, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149178, 1809, 2383, 2846, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149223, 1820, 2387, 2846, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149268, 1800, 2384, 2862, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149312, 1839, 2365, 2829, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149357, 1825, 2355, 2838, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149402, 1819, 2413, 2839, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149447, 1834, 2393, 2836, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149482, 1856, 2371, 2853, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149518, 1856, 2366, 2858, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149554, 1820, 2418, 2854, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149590, 1840, 2407, 2831, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149626, 1838, 2403, 2825, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149662, 1841, 2408, 2816, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149698, 1846, 2390, 2841, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149734, 1822, 2379, 2849, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149770, 1815, 2402, 2838, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149806, 1843, 2403, 2846, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149844, 1818, 2411, 2857, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149883, 1838, 2391, 2848, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149922, 1848, 2389, 2827, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
149961, 1855, 2373, 2825, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150000, 1825, 2399, 2848, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150038, 1830, 2402, 2833, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150077, 1847, 2398, 2854, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150116, 1837, 2378, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150155, 1824, 2377, 2847, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150194, 1813, 2385, 2833, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150233, 1812, 2396, 2838, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150270, 1845, 2400, 2829, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150307, 1838, 2385, 2845, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150344, 1791, 2396, 2863, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150381, 1828, 2406, 2852, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150418, 1821, 2391, 2857, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150455, 1810, 2396, 2854, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150492, 1801, 2402, 2858, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150529, 1851, 2402, 2845, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150566, 1846, 2392, 2822, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150603, 1825, 2393, 2839, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150643, 1802, 2393, 2857, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150683, 1801, 2390, 2855, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150724, 1820, 2405, 2840, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150764, 1787, 2410, 2857, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150805, 1808, 2405, 2834, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150845, 1823, 2400, 2853, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150885, 1820, 2410, 2822, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150926, 1824, 2414, 2829, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
150966, 1810, 2422, 2821, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151007, 1795, 2409, 2832, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151042, 1794, 2406, 2850, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151077, 1817, 2420, 2827, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151113, 1770, 2421, 2835, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151148, 1807, 2429, 2857, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151184, 1838, 2398, 2811, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151219, 1817, 2409, 2840, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151255, 1803, 2433, 2847, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151290, 1816, 2445, 2822, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151326, 1805, 2427, 2840, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151361, 1789, 2398, 2844, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151397, 1841, 2402, 2821, 80, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151437, 1826, 2417, 2829, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151478, 1811, 2418, 2840, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151518, 1820, 2435, 2836, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151559, 1821, 2380, 2835, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151600, 1823, 2432, 2838, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151640, 1793, 2414, 2840, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151681, 1814, 2397, 2842, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151721, 1820, 2405, 2833, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151762, 1810, 2414, 2834, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151803, 1804, 2423, 2838, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151843, 1817, 2408, 2841, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151883, 1835, 2403, 2830, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151924, 1812, 2414, 2835, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
151964, 1822, 2394, 2852, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152004, 1812, 2400, 2835, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152045, 1816, 2394, 2850, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152085, 1815, 2389, 2841, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
