88785, -1581, 1672, -3492, 61, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91237, -1364, 1731, -3432, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91273, -1352, 1796, -3435, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91310, -1307, 1802, -3451, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91347, -1354, 1738, -3427, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91384, -1366, 1740, -3407, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91421, -1360, 1759, -3436, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91458, -1342, 1733, -3420, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91495, -1343, 1730, -3461, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91532, -1356, 1750, -3455, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91569, -1339, 1746, -3458, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91606, -1337, 1753, -3474, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91648, -1340, 1766, -3441, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91690, -1333, 1726, -3433, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91733, -1349, 1687, -3410, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91775, -1320, 1699, -3471, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91817, -1277, 1727, -3514, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91860, -1325, 1791, -3538, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91902, -1303, 1764, -3421, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91944, -1345, 1749, -3418, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
91987, -1350, 1803, -3431, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92029, -1317, 1776, -3444, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92072, -1352, 1752, -3368, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92105, -1339, 1744, -3323, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92139, -1363, 1757, -3424, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92173, -1295, 1737, -3507, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92207, -1317, 1747, -3556, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92241, -1330, 1767, -3469, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92274, -1341, 1843, -3419, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92308, -1310, 1838, -3404, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92342, -1318, 1820, -3417, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92376, -1318, 1801, -3415, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92410, -1300, 1788, -3449, 65, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92451, -1280, 1825, -3434, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92492, -1307, 1835, -3421, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92533, -1308, 1841, -3395, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92574, -1318, 1842, -3423, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92616, -1281, 1828, -3402, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92657, -1307, 1859, -3416, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92698, -1327, 1833, -3439, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92739, -1330, 1799, -3408, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92780, -1301, 1825, -3415, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92822, -1290, 1796, -3401, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92857, -1322, 1786, -3415, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92892, -1321, 1803, -3438, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92927, -1336, 1787, -3426, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92962, -1324, 1781, -3456, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
92997, -1352, 1783, -3459, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93032, -1300, 1832, -3396, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93067, -1345, 1794, -3399, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93102, -1286, 1795, -3396, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93137, -1309, 1788, -3470, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93172, -1320, 1780, -3450, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93207, -1280, 1773, -3417, 66, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93250, -1333, 1788, -3431, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93293, -1337, 1778, -3444, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93336, -1289, 1798, -3475, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93379, -1299, 1814, -3469, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93422, -1286, 1809, -3459, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93465, -1261, 1850, -3420, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93508, -1272, 1817, -3415, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93551, -1300, 1802, -3431, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93594, -1278, 1795, -3424, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93638, -1279, 1802, -3436, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93673, -1331, 1829, -3461, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93708, -1290, 1828, -3446, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93743, -1312, 1812, -3454, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93778, -1302, 1800, -3435, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93813, -1295, 1819, -3434, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93848, -1316, 1809, -3421, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93883, -1315, 1829, -3410, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93918, -1337, 1824, -3433, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93953, -1317, 1818, -3411, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
93988, -1299, 1833, -3386, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94024, -1302, 1816, -3363, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94063, -1329, 1816, -3377, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94102, -1352, 1799, -3385, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94141, -1342, 1825, -3379, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94181, -1342, 1850, -3398, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94220, -1368, 1829, -3386, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94259, -1370, 1805, -3364, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94299, -1357, 1823, -3398, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94338, -1376, 1816, -3394, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94377, -1364, 1776, -3345, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94417, -1399, 1813, -3384, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94459, -1380, 1842, -3446, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94501, -1351, 1840, -3414, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94543, -1377, 1810, -3390, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94585, -1398, 1794, -3363, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94628, -1370, 1810, -3403, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94670, -1391, 1787, -3409, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94712, -1408, 1793, -3405, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94754, -1384, 1792, -3397, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94796, -1381, 1857, -3377, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94839, -1440, 1825, -3385, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94872, -1411, 1800, -3419, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94905, -1385, 1752, -3397, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94939, -1414, 1758, -3418, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
94972, -1390, 1760, -3407, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95006, -1428, 1780, -3414, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95039, -1426, 1801, -3404, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95073, -1421, 1761, -3404, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95106, -1435, 1747, -3437, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95140, -1436, 1750, -3409, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95173, -1416, 1764, -3430, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95207, -1410, 1703, -3413, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95250, -1395, 1711, -3413, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95293, -1410, 1772, -3470, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95336, -1383, 1754, -3436, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95379, -1405, 1737, -3410, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95422, -1376, 1732, -3436, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95465, -1376, 1765, -3429, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95508, -1400, 1721, -3443, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95551, -1358, 1750, -3442, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95594, -1419, 1728, -3458, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95638, -1396, 1732, -3447, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95676, -1380, 1710, -3414, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95715, -1399, 1718, -3477, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95754, -1384, 1731, -3437, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95792, -1384, 1748, -3426, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95831, -1385, 1747, -3454, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95870, -1399, 1747, -3436, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95908, -1405, 1765, -3476, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95947, -1354, 1756, -3449, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
95986, -1369, 1782, -3404, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96025, -1368, 1758, -3405, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96061, -1382, 1768, -3419, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96097, -1368, 1772, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96133, -1347, 1795, -3408, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96169, -1395, 1740, -3411, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96205, -1353, 1772, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96241, -1344, 1794, -3393, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96277, -1386, 1802, -3402, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96313, -1382, 1803, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96349, -1390, 1798, -3412, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96385, -1389, 1742, -3436, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96422, -1363, 1748, -3456, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96461, -1374, 1776, -3460, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96500, -1286, 1798, -3432, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96539, -1336, 1827, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96578, -1342, 1799, -3452, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96617, -1294, 1796, -3441, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96656, -1322, 1755, -3428, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96695, -1345, 1784, -3383, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96734, -1364, 1781, -3428, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96773, -1382, 1795, -3449, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96812, -1316, 1803, -3438, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96852, -1352, 1779, -3449, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96892, -1320, 1769, -3405, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96932, -1313, 1793, -3418, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
96972, -1361, 1788, -3432, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97012, -1332, 1793, -3434, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97053, -1344, 1801, -3457, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97093, -1364, 1786, -3414, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97133, -1342, 1762, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97173, -1348, 1771, -3446, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97213, -1368, 1802, -3464, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97254, -1372, 1788, -3445, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97287, -1340, 1755, -3423, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97321, -1344, 1787, -3394, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97355, -1338, 1805, -3408, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97389, -1347, 1796, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97423, -1352, 1762, -3441, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97456, -1363, 1765, -3448, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97490, -1343, 1755, -3409, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97524, -1361, 1760, -3424, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97558, -1365, 1784, -3437, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97592, -1378, 1821, -3446, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97634, -1361, 1802, -3413, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97676, -1400, 1775, -3390, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97718, -1395, 1770, -3398, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97760, -1361, 1735, -3426, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97802, -1359, 1743, -3397, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97844, -1358, 1739, -3364, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97886, -1413, 1783, -3403, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97928, -1409, 1795, -3431, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
97970, -1430, 1772, -3478, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98013, -1418, 1748, -3444, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98051, -1411, 1744, -3390, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98090, -1415, 1763, -3404, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98128, -1396, 1752, -3418, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98167, -1388, 1772, -3431, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98206, -1381, 1764, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98244, -1346, 1793, -3422, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98283, -1384, 1791, -3413, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98322, -1349, 1767, -3412, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98360, -1353, 1759, -3433, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98399, -1386, 1752, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98438, -1394, 1732, -3415, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98476, -1450, 1781, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
