119052, -2892, 1395, -2393, 71, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
120971, -2965, 1471, -2453, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121011, -2930, 1495, -2416, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121051, -2921, 1490, -2436, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121091, -2922, 1525, -2440, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121131, -2951, 1515, -2473, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121171, -2922, 1484, -2479, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121211, -2938, 1548, -2449, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121247, -2899, 1528, -2423, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121283, -2917, 1497, -2428, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121319, -2934, 1529, -2416, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121355, -2926, 1530, -2448, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121391, -2903, 1525, -2428, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121427, -2870, 1565, -2406, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121463, -2914, 1586, -2433, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121499, -2905, 1541, -2408, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121535, -2947, 1572, -2425, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121571, -2976, 1606, -2494, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121608, -2949, 1573, -2422, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121648, -2920, 1586, -2453, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121689, -2875, 1572, -2421, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121729, -2841, 1597, -2345, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121770, -2873, 1615, -2350, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121810, -2852, 1559, -2345, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121851, -2912, 1565, -2318, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121891, -2898, 1585, -2381, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121932, -2909, 1586, -2391, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
121972, -2898, 1591, -2351, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122013, -2931, 1576, -2371, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122052, -2924, 1550, -2412, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122091, -2931, 1537, -2363, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122130, -2969, 1596, -2393, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122169, -2926, 1578, -2416, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122208, -2887, 1573, -2379, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122247, -2936, 1536, -2387, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122286, -2905, 1560, -2387, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122325, -2953, 1542, -2390, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122364, -2933, 1541, -2393, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122403, -2934, 1510, -2378, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122443, -2962, 1549, -2391, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122483, -2936, 1547, -2422, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122524, -2940, 1529, -2401, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122564, -2927, 1516, -2371, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122604, -2943, 1516, -2383, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122645, -2924, 1488, -2384, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122685, -2954, 1564, -2378, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122725, -2915, 1566, -2392, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122766, -2934, 1533, -2380, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122806, -2931, 1535, -2402, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122847, -2927, 1563, -2412, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122882, -2902, 1579, -2383, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122918, -2911, 1517, -2398, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122953, -2960, 1528, -2426, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
122989, -2895, 1552, -2394, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123025, -2920, 1576, -2393, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123060, -2935, 1586, -2390, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123096, -2884, 1590, -2402, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123131, -2902, 1564, -2388, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123167, -2924, 1548, -2384, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123203, -2927, 1566, -2390, 70, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123239, -2899, 1591, -2405, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123276, -2906, 1549, -2393, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123313, -2934, 1597, -2403, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123350, -2889, 1548, -2427, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123387, -2911, 1595, -2376, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123424, -2908, 1630, -2398, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123461, -2900, 1540, -2396, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123498, -2908, 1576, -2417, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123535, -2913, 1605, -2418, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123572, -2894, 1563, -2389, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123609, -2885, 1585, -2372, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123650, -2904, 1600, -2421, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123691, -2906, 1585, -2390, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123732, -2935, 1549, -2415, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123774, -2905, 1616, -2406, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123815, -2953, 1582, -2432, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123856, -2941, 1600, -2383, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123898, -2915, 1575, -2405, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123939, -2835, 1538, -2402, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
123980, -2822, 1623, -2386, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124022, -2920, 1643, -2382, 69, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124060, -2931, 1517, -2423, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124099, -2922, 1595, -2398, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124137, -2875, 1550, -2390, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124176, -2888, 1586, -2386, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124214, -2892, 1620, -2392, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124253, -2921, 1581, -2378, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124291, -2927, 1605, -2426, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124330, -2931, 1618, -2413, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124368, -2886, 1612, -2404, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124407, -2905, 1587, -2414, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124444, -2867, 1642, -2391, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124482, -2885, 1617, -2414, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124519, -2850, 1581, -2405, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124557, -2896, 1639, -2400, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124594, -2861, 1663, -2413, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124632, -2848, 1616, -2391, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124669, -2893, 1614, -2382, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124707, -2890, 1663, -2419, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124744, -2850, 1567, -2381, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124782, -2844, 1658, -2375, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124820, -2873, 1594, -2423, 72, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124863, -2864, 1622, -2386, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124906, -2886, 1585, -2439, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124949, -2890, 1671, -2391, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
124992, -2875, 1595, -2418, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125036, -2868, 1612, -2424, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125079, -2896, 1618, -2402, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125122, -2888, 1572, -2427, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125165, -2878, 1617, -2437, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125208, -2897, 1602, -2408, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125252, -2911, 1544, -2376, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125286, -2898, 1603, -2436, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125320, -2906, 1589, -2422, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125355, -2920, 1573, -2383, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125389, -2896, 1589, -2398, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125424, -2913, 1580, -2418, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125458, -2906, 1549, -2414, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125492, -2926, 1558, -2422, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125527, -2905, 1566, -2384, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125561, -2898, 1573, -2405, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125596, -2876, 1575, -2416, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125634, -2913, 1587, -2406, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125673, -2948, 1508, -2421, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125711, -2900, 1545, -2428, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125750, -2906, 1551, -2434, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125788, -2906, 1534, -2423, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125827, -2928, 1598, -2428, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125865, -2909, 1544, -2426, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125904, -2881, 1564, -2379, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125942, -2906, 1565, -2401, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
125981, -2921, 1547, -2412, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126020, -2914, 1591, -2415, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126057, -2898, 1566, -2429, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126094, -2907, 1573, -2395, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126131, -2913, 1620, -2416, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126169, -2871, 1579, -2443, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126206, -2936, 1600, -2386, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126243, -2954, 1542, -2423, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126281, -2938, 1602, -2463, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126318, -2911, 1602, -2424, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126355, -2896, 1595, -2349, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126393, -2849, 1618, -2373, 74, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126431, -2880, 1631, -2365, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126470, -2731, 1551, -2366, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126509, -2873, 1611, -2397, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126547, -2876, 1687, -2343, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126586, -2881, 1632, -2371, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126625, -2914, 1647, -2387, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126664, -2892, 1636, -2391, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126702, -2901, 1630, -2356, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126741, -2958, 1684, -2381, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126780, -2866, 1618, -2379, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126819, -2886, 1631, -2372, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126857, -2908, 1633, -2374, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126895, -2880, 1600, -2358, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126933, -2900, 1645, -2384, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
126972, -2877, 1643, -2389, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127010, -2942, 1622, -2354, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127048, -2926, 1619, -2384, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127087, -2875, 1636, -2371, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127125, -2912, 1651, -2362, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127163, -2900, 1637, -2355, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127202, -2870, 1632, -2375, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127241, -2886, 1646, -2367, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127280, -2864, 1640, -2364, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127319, -2914, 1669, -2383, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127358, -2840, 1665, -2351, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127397, -2891, 1653, -2342, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127436, -2907, 1687, -2376, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127475, -2878, 1622, -2380, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127514, -2906, 1702, -2402, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127553, -2872, 1652, -2368, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127593, -2905, 1656, -2373, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127631, -2892, 1674, -2360, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127670, -2879, 1661, -2387, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127709, -2857, 1683, -2369, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127747, -2880, 1651, -2365, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127786, -2888, 1657, -2371, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127825, -2871, 1640, -2348, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127864, -2891, 1655, -2396, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127902, -2882, 1683, -2353, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127941, -2881, 1667, -2392, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
127980, -2867, 1677, -2387, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128019, -2905, 1664, -2340, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128057, -2891, 1645, -2389, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128096, -2869, 1691, -2381, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128135, -2868, 1672, -2323, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128174, -2857, 1634, -2371, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128213, -2900, 1689, -2399, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128251, -2897, 1686, -2372, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
