85992, -1030, 3942, -753, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
86993, -1112, 3893, -849, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87034, -1107, 3861, -854, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87076, -1068, 3807, -822, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87117, -1083, 3800, -861, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87159, -1149, 3850, -771, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87201, -1145, 3933, -833, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87241, -1124, 3868, -772, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87281, -1131, 3739, -793, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87321, -1124, 3793, -861, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87361, -1100, 3832, -941, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87401, -1062, 3893, -941, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87442, -1017, 3842, -864, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87482, -1119, 3872, -893, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87522, -1110, 3871, -908, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87562, -1091, 3835, -915, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87602, -1133, 3867, -923, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87643, -1175, 3819, -889, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87678, -1186, 3798, -836, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87714, -1185, 3832, -901, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87750, -1149, 3809, -884, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87786, -1182, 3801, -874, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87822, -1167, 3835, -874, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87857, -1138, 3815, -871, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87893, -1133, 3831, -916, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87929, -1143, 3835, -848, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
87965, -1141, 3829, -831, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88001, -1207, 3861, -791, 69, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88037, -1178, 3850, -836, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88073, -1195, 3782, -767, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88109, -1190, 3818, -807, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88145, -1185, 3862, -787, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88181, -1166, 3822, -792, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88217, -1167, 3818, -773, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88253, -1164, 3825, -756, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88289, -1173, 3819, -779, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88325, -1172, 3843, -787, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88361, -1194, 3860, -782, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88397, -1212, 3854, -791, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88437, -1204, 3835, -775, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88477, -1177, 3835, -822, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88517, -1257, 3883, -803, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88557, -1194, 3867, -797, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88597, -1217, 3872, -802, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88637, -1185, 3861, -793, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88677, -1197, 3792, -845, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88717, -1162, 3847, -808, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88757, -1188, 3848, -819, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88798, -1183, 3863, -863, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88836, -1170, 3856, -878, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88875, -1174, 3893, -833, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88914, -1206, 3870, -832, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88953, -1196, 3861, -823, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
88992, -1174, 3806, -792, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89031, -1194, 3860, -870, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89070, -1161, 3825, -858, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89109, -1161, 3824, -844, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89148, -1162, 3804, -832, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89187, -1163, 3798, -838, 70, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89224, -1139, 3827, -821, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89261, -1121, 3826, -829, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89298, -1135, 3752, -831, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89335, -1123, 3747, -763, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89372, -1149, 3764, -913, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89410, -1160, 3876, -867, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89447, -1140, 3877, -814, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89484, -1176, 3876, -858, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89521, -1158, 3857, -877, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89558, -1138, 3803, -881, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89596, -1183, 3828, -858, 71, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89638, -1150, 3859, -885, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89680, -1139, 3819, -872, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89722, -1177, 3841, -911, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89764, -1212, 3808, -878, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89806, -1203, 3867, -888, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89848, -1136, 3831, -920, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89890, -1149, 3828, -899, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89932, -1138, 3800, -921, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
89974, -1132, 3823, -904, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90017, -1171, 3827, -947, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90056, -1161, 3850, -871, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90096, -1131, 3817, -935, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90135, -1133, 3844, -899, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90175, -1168, 3832, -920, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90215, -1190, 3835, -913, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90254, -1168, 3814, -918, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90294, -1154, 3817, -928, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90334, -1149, 3834, -930, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90373, -1153, 3793, -927, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90413, -1147, 3806, -909, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90453, -1150, 3805, -900, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90487, -1157, 3848, -909, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90521, -1152, 3805, -917, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90556, -1145, 3774, -900, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90590, -1170, 3823, -918, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90625, -1165, 3820, -910, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90659, -1179, 3817, -882, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90693, -1159, 3799, -947, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90728, -1162, 3815, -881, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90762, -1150, 3833, -894, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90797, -1132, 3873, -905, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90836, -1144, 3834, -896, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90876, -1156, 3789, -877, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90916, -1172, 3809, -892, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90956, -1196, 3872, -911, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
90996, -1148, 3856, -927, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91036, -1123, 3809, -928, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91076, -1153, 3811, -855, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91116, -1155, 3873, -864, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91156, -1160, 3844, -885, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91196, -1160, 3847, -882, 72, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91233, -1136, 3790, -877, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91270, -1146, 3765, -859, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91307, -1130, 3814, -868, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91344, -1125, 3790, -889, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91381, -1077, 3759, -925, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91418, -1139, 3834, -846, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91455, -1108, 3840, -967, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91492, -1097, 3849, -882, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91529, -1147, 3859, -905, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91566, -1158, 3827, -882, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91603, -1145, 3833, -909, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91643, -1149, 3857, -925, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91683, -1137, 3849, -929, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91723, -1130, 3840, -886, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91763, -1141, 3800, -872, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91804, -1146, 3839, -936, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91844, -1120, 3794, -915, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91884, -1120, 3838, -881, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91924, -1138, 3848, -918, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
91964, -1156, 3835, -895, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92005, -1126, 3815, -894, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92044, -1141, 3815, -929, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92084, -1175, 3819, -842, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92123, -1106, 3796, -918, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92163, -1123, 3826, -863, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92202, -1141, 3841, -895, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92242, -1135, 3823, -899, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92281, -1170, 3837, -895, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92321, -1150, 3859, -908, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92360, -1130, 3843, -917, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92400, -1117, 3849, -884, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92435, -1143, 3827, -895, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92470, -1117, 3815, -892, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92505, -1127, 3818, -897, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92540, -1132, 3845, -871, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92575, -1117, 3831, -911, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92611, -1118, 3845, -909, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92646, -1122, 3824, -905, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92681, -1129, 3813, -882, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92716, -1126, 3821, -932, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92751, -1131, 3866, -900, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92787, -909, 3826, -873, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92828, -1115, 3816, -911, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92869, -1148, 3871, -961, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92910, -1129, 3823, -915, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92952, -1137, 3801, -937, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
92993, -1152, 3818, -924, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93034, -1137, 3828, -955, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93076, -1135, 3806, -903, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93117, -1111, 3830, -966, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93158, -1129, 3819, -936, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93200, -1128, 3848, -942, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93237, -1105, 3834, -953, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93274, -1116, 3841, -949, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93311, -1137, 3817, -971, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93348, -1126, 3830, -950, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93385, -1127, 3808, -938, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93423, -1109, 3820, -1010, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93460, -1117, 3870, -960, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93497, -1114, 3838, -981, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93534, -1127, 3856, -950, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93571, -1111, 3864, -956, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93609, -1115, 3792, -931, 73, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93654, -1115, 3814, -965, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93700, -1102, 3841, -957, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93746, -1085, 3781, -900, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93791, -1086, 3785, -904, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93837, -1112, 3834, -928, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93883, -1096, 3813, -933, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93928, -1109, 3779, -910, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
93974, -1097, 3820, -903, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94020, -1118, 3821, -934, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94066, -1103, 3784, -913, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94099, -1152, 3834, -877, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94132, -1041, 3853, -860, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94165, -1134, 3820, -883, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94198, -1147, 3834, -927, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94231, -1135, 3806, -927, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94264, -1125, 3845, -908, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94297, -1145, 3828, -944, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94330, -1142, 3806, -910, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94363, -1145, 3850, -903, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94396, -1131, 3838, -932, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94432, -1119, 3799, -934, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94468, -1139, 3797, -921, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94505, -1126, 3819, -907, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94541, -1141, 3825, -930, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94578, -1150, 3837, -931, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94614, -1122, 3817, -958, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94651, -1145, 3799, -917, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94687, -1156, 3820, -925, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94724, -1146, 3798, -912, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94760, -1156, 3807, -949, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94797, -1180, 3834, -907, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94835, -1122, 3809, -989, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94874, -1143, 3821, -924, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
