20237, -1071, 3746, -1315, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
21842, -1072, 3676, -1449, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
21886, -1107, 3642, -1378, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
21930, -1141, 3694, -1421, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
21974, -1159, 3652, -1414, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22018, -1131, 3671, -1428, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22062, -1130, 3689, -1407, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22106, -1132, 3646, -1400, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22150, -1102, 3620, -1394, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22194, -1149, 3695, -1413, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22238, -1113, 3666, -1414, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22282, -1117, 3711, -1427, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22313, -1104, 3671, -1437, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22345, -1131, 3683, -1434, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22377, -1119, 3703, -1429, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22408, -1110, 3669, -1441, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22440, -1084, 3673, -1485, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22472, -1130, 3661, -1418, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22503, -1076, 3660, -1466, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22535, -1131, 3703, -1390, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22567, -1086, 3696, -1435, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22599, -1098, 3678, -1436, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22643, -1099, 3670, -1409, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22688, -1134, 3697, -1410, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22733, -1105, 3717, -1453, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22778, -1106, 3637, -1395, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22823, -1108, 3673, -1364, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22867, -1109, 3677, -1397, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22912, -1105, 3700, -1393, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
22957, -1111, 3668, -1385, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23002, -1096, 3714, -1367, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23047, -1089, 3683, -1426, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23082, -1124, 3686, -1362, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23117, -1108, 3657, -1381, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23152, -1086, 3674, -1339, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23187, -1093, 3682, -1393, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23222, -1129, 3716, -1372, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23258, -1095, 3715, -1415, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23293, -1123, 3694, -1375, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23328, -1162, 3710, -1377, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23363, -1128, 3653, -1380, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23398, -1094, 3664, -1377, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23434, -1126, 3716, -1385, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23469, -1105, 3716, -1379, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23505, -1113, 3739, -1364, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23541, -1114, 3734, -1375, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23577, -1085, 3653, -1423, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23613, -1060, 3628, -1400, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23648, -1037, 3639, -1407, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23684, -1072, 3715, -1436, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23720, -1088, 3651, -1465, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23756, -1087, 3699, -1471, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23792, -1033, 3637, -1471, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23835, -1086, 3675, -1487, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23879, -1045, 3658, -1525, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23923, -1064, 3674, -1524, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
23967, -953, 3685, -1542, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24011, -1045, 3694, -1507, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24055, -981, 3638, -1544, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24099, -1045, 3611, -1517, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24143, -1043, 3646, -1539, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24187, -1036, 3616, -1576, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24231, -1043, 3623, -1522, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24264, -1061, 3527, -1533, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24298, -1094, 3672, -1528, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24331, -1024, 3552, -1608, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24365, -1056, 3655, -1547, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24399, -1061, 3618, -1574, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24432, -1064, 3620, -1630, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24466, -1098, 3647, -1601, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24500, -1060, 3678, -1633, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24533, -1081, 3595, -1636, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24567, -1093, 3647, -1617, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24601, -1037, 3607, -1695, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24640, -1086, 3611, -1570, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24679, -1071, 3688, -1656, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24718, -1100, 3647, -1630, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24757, -1059, 3612, -1601, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24796, -1101, 3707, -1582, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24835, -1167, 3608, -1448, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24874, -1173, 3714, -1510, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24913, -1154, 3659, -1508, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24952, -1097, 3676, -1489, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
24991, -1093, 3649, -1490, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25027, -1080, 3687, -1515, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25064, -1011, 3606, -1552, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25101, -991, 3620, -1502, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25138, -1016, 3626, -1514, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25175, -1046, 3680, -1570, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25212, -1086, 3715, -1561, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25249, -1024, 3596, -1558, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25286, -1114, 3675, -1491, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25323, -1086, 3630, -1536, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25360, -1094, 3616, -1494, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25397, -1059, 3605, -1544, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25442, -1070, 3639, -1524, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25487, -1043, 3612, -1521, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25532, -1029, 3569, -1526, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25577, -1062, 3570, -1497, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25622, -1031, 3566, -1510, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25667, -1081, 3619, -1557, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25712, -1052, 3686, -1599, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25757, -1061, 3619, -1579, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25802, -1061, 3580, -1536, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25848, -1035, 3579, -1627, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25886, -1075, 3629, -1551, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25925, -1035, 3605, -1645, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
25964, -1076, 3649, -1570, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26003, -1050, 3619, -1615, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26042, -1048, 3572, -1612, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26081, -1050, 3584, -1600, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26120, -1040, 3612, -1578, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26159, -1093, 3610, -1636, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26198, -1081, 3589, -1600, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26237, -1129, 3586, -1563, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26273, -1164, 3630, -1607, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26310, -1109, 3609, -1595, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26347, -1082, 3630, -1619, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26384, -1083, 3608, -1626, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26421, -1076, 3618, -1618, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26457, -1041, 3605, -1633, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26494, -1050, 3645, -1631, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26531, -971, 3557, -1672, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26568, -1042, 3610, -1554, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26605, -1057, 3625, -1605, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26642, -1077, 3613, -1581, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26678, -1065, 3612, -1598, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26714, -1081, 3581, -1566, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26750, -1094, 3598, -1578, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26786, -1050, 3624, -1552, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26822, -1075, 3639, -1563, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26858, -1064, 3709, -1606, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26894, -1035, 3630, -1571, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26930, -1038, 3571, -1575, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
26966, -1047, 3612, -1613, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27002, -1108, 3584, -1559, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27038, -1088, 3648, -1653, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27075, -1059, 3689, -1549, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27112, -1072, 3612, -1669, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27149, -1035, 3599, -1543, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27186, -1060, 3588, -1621, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27223, -1067, 3563, -1605, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27260, -1088, 3613, -1583, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27297, -1080, 3671, -1596, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27334, -1064, 3670, -1627, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27371, -1060, 3585, -1571, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27408, -1081, 3563, -1611, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27446, -1065, 3555, -1586, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27485, -1065, 3609, -1598, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27524, -1086, 3640, -1592, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27563, -1063, 3655, -1606, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27602, -1016, 3608, -1578, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27641, -1069, 3612, -1607, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27680, -994, 3580, -1624, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27719, -1008, 3629, -1576, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27758, -1027, 3608, -1610, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27797, -952, 3663, -1588, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27840, -1044, 3633, -1589, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27884, -1035, 3637, -1611, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27927, -1009, 3566, -1615, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
27971, -1007, 3648, -1595, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28015, -999, 3618, -1645, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28058, -1022, 3614, -1607, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28102, -1038, 3606, -1637, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28145, -1009, 3614, -1636, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28189, -1012, 3621, -1638, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28233, -1057, 3623, -1629, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28271, -1040, 3562, -1611, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28309, -1018, 3592, -1640, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28347, -1003, 3600, -1649, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28385, -984, 3598, -1647, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28423, -959, 3594, -1680, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28461, -1009, 3598, -1638, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28499, -1023, 3628, -1666, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28537, -1026, 3646, -1643, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28575, -958, 3601, -1658, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28613, -979, 3601, -1676, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28651, -1004, 3601, -1671, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28685, -992, 3650, -1681, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28720, -958, 3611, -1680, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28755, -991, 3621, -1640, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28789, -962, 3630, -1699, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28824, -950, 3595, -1664, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28859, -934, 3587, -1675, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28893, -964, 3611, -1687, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28928, -959, 3621, -1685, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28963, -991, 3593, -1666, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
28998, -983, 3634, -1696, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29034, -981, 3604, -1668, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29071, -977, 3600, -1667, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29108, -1002, 3623, -1661, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29144, -953, 3628, -1738, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29181, -1003, 3637, -1649, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29218, -999, 3638, -1705, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29255, -994, 3557, -1671, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29291, -1009, 3594, -1647, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29328, -999, 3621, -1687, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29365, -999, 3606, -1659, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29402, -972, 3621, -1653, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
