87045, -934, 3541, -1861, 56, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89151, -848, 3574, -1780, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89188, -826, 3596, -1781, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89226, -852, 3608, -1759, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89266, -861, 3600, -1780, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89306, -875, 3628, -1731, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89346, -885, 3597, -1724, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89387, -873, 3609, -1731, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89427, -868, 3565, -1719, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89467, -856, 3604, -1740, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89508, -854, 3567, -1738, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89548, -869, 3564, -1742, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89588, -867, 3581, -1773, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89629, -886, 3530, -1765, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89669, -838, 3574, -1813, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89709, -915, 3595, -1731, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89749, -859, 3587, -1842, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89789, -858, 3612, -1755, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89830, -851, 3566, -1802, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89870, -872, 3535, -1796, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89910, -882, 3568, -1768, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89950, -885, 3541, -1820, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
89990, -894, 3572, -1791, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90031, -852, 3622, -1840, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90067, -836, 3570, -1803, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90103, -856, 3554, -1776, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90139, -869, 3605, -1830, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90175, -870, 3588, -1805, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90211, -875, 3553, -1787, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90248, -890, 3580, -1812, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90284, -898, 3585, -1812, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90320, -887, 3550, -1798, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90356, -853, 3548, -1847, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90392, -879, 3610, -1762, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90429, -855, 3546, -1839, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90468, -891, 3622, -1800, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90508, -882, 3635, -1819, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90548, -881, 3551, -1827, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90588, -911, 3534, -1752, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90628, -881, 3544, -1773, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90668, -870, 3595, -1791, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90708, -901, 3614, -1768, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90748, -881, 3591, -1791, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90788, -866, 3577, -1764, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90828, -839, 3551, -1761, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90864, -865, 3599, -1759, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90901, -895, 3610, -1783, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90937, -884, 3575, -1776, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
90974, -871, 3584, -1773, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91011, -889, 3577, -1777, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91047, -897, 3581, -1775, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91084, -907, 3652, -1740, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91121, -887, 3615, -1801, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91157, -879, 3631, -1774, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91194, -874, 3581, -1756, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91231, -870, 3517, -1780, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91270, -867, 3574, -1771, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91310, -877, 3631, -1798, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91350, -867, 3615, -1796, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91389, -870, 3603, -1738, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91429, -887, 3607, -1815, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91469, -882, 3600, -1735, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91508, -900, 3610, -1785, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91548, -912, 3595, -1742, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91588, -900, 3582, -1744, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91628, -917, 3554, -1747, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91669, -901, 3555, -1752, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91711, -920, 3575, -1707, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91753, -907, 3551, -1758, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91795, -918, 3538, -1753, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91837, -860, 3577, -1763, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91878, -866, 3572, -1761, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91920, -902, 3592, -1812, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
91962, -892, 3578, -1768, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92004, -856, 3566, -1797, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92046, -885, 3612, -1845, 57, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92081, -876, 3577, -1775, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92116, -866, 3553, -1763, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92151, -875, 3566, -1794, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92186, -859, 3570, -1835, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92221, -865, 3570, -1802, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92256, -848, 3560, -1800, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92291, -877, 3590, -1824, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92326, -863, 3566, -1825, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92361, -836, 3547, -1827, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92396, -866, 3551, -1756, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92432, -833, 3562, -1888, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92471, -842, 3567, -1762, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92511, -876, 3613, -1804, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92551, -897, 3559, -1847, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92590, -876, 3532, -1793, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92630, -887, 3596, -1837, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92670, -864, 3543, -1859, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92709, -879, 3535, -1815, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92749, -855, 3567, -1816, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92789, -863, 3540, -1816, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92829, -865, 3556, -1822, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92865, -868, 3563, -1806, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92901, -884, 3532, -1808, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92937, -893, 3601, -1824, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
92973, -886, 3553, -1791, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93009, -884, 3554, -1872, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93046, -894, 3616, -1796, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93082, -829, 3531, -1850, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93118, -851, 3561, -1797, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93154, -859, 3553, -1819, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93190, -872, 3537, -1855, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93227, -867, 3557, -1826, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93265, -873, 3544, -1857, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93304, -857, 3550, -1827, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93343, -864, 3529, -1822, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93382, -850, 3566, -1846, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93421, -836, 3535, -1831, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93460, -839, 3558, -1819, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93499, -849, 3557, -1837, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93538, -877, 3530, -1850, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93577, -857, 3574, -1837, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93616, -867, 3545, -1822, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93658, -849, 3557, -1872, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93701, -877, 3559, -1808, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93744, -861, 3560, -1859, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93786, -865, 3552, -1813, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93829, -894, 3568, -1854, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93872, -894, 3604, -1808, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93914, -892, 3590, -1817, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
93957, -844, 3568, -1876, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94000, -808, 3544, -1816, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94043, -839, 3522, -1810, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94077, -865, 3582, -1856, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94112, -864, 3568, -1840, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94147, -873, 3562, -1823, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94182, -873, 3558, -1818, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94217, -862, 3520, -1804, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94252, -858, 3510, -1818, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94287, -797, 3498, -1846, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94322, -841, 3516, -1757, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94357, -832, 3524, -1871, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94392, -865, 3656, -1820, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94427, -831, 3563, -1849, 58, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94466, -881, 3537, -1849, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94505, -887, 3546, -1844, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94544, -871, 3572, -1878, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94583, -851, 3556, -1845, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94622, -838, 3569, -1830, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94661, -861, 3562, -1840, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94700, -844, 3569, -1841, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94739, -838, 3560, -1840, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94778, -843, 3527, -1833, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94817, -857, 3578, -1860, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94857, -864, 3512, -1818, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94898, -865, 3503, -1857, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94939, -842, 3598, -1839, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
94979, -828, 3522, -1882, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95020, -837, 3584, -1814, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95061, -865, 3549, -1875, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95101, -818, 3529, -1839, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95142, -859, 3516, -1840, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95183, -847, 3581, -1926, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95224, -849, 3528, -1827, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95260, -868, 3526, -1850, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95297, -871, 3545, -1863, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95333, -830, 3531, -1855, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95370, -864, 3536, -1840, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95406, -870, 3525, -1869, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95443, -872, 3543, -1855, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95479, -889, 3519, -1867, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95516, -863, 3544, -1864, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95552, -887, 3569, -1870, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95589, -859, 3580, -1864, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95626, -882, 3541, -1853, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
