116326, 214, 4030, 379, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117135, 245, 4121, 75, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117178, 219, 4086, 105, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117222, 229, 4110, 82, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117265, 195, 4122, 89, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117309, 215, 4124, 71, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117353, 216, 4081, 65, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117396, 235, 4086, 65, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117440, 247, 4085, 36, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117483, 270, 4119, 14, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117527, 260, 4124, 41, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117571, 257, 4082, 41, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117607, 202, 4092, 26, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117643, 205, 4105, -2, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117679, 229, 4079, 9, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117715, 191, 4103, -14, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117752, 186, 4082, -22, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117788, 194, 4095, 0, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117824, 199, 4086, -29, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117860, 198, 4106, -20, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117896, 211, 4120, -59, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117933, 213, 4085, -64, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
117970, 217, 4100, -21, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118007, 241, 4100, -70, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118044, 205, 4110, -86, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118081, 228, 4091, -70, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118118, 213, 4084, -41, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118155, 227, 4090, -84, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118192, 230, 4130, -82, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118229, 246, 4082, -65, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118266, 271, 4071, -94, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118303, 222, 4093, -93, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118340, 229, 4084, -62, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118378, 242, 4116, -86, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118417, 265, 4115, -91, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118455, 244, 4110, -74, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118494, 214, 4100, -86, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
118532, 267, 4098, -74, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118571, 241, 4112, -82, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118609, 271, 4158, -45, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118648, 99, 4413, -138, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118686, 269, 4457, 75, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118725, 322, 4931, 144, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118761, 369, 3025, 449, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118797, -192, 2823, 645, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118834, 186, 3920, 593, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118870, -62, 4291, 670, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118907, -6, 4178, 495, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118943, 208, 3989, 530, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
118980, 234, 3958, 554, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119016, 153, 4117, 489, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119053, 121, 4164, 415, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119089, 174, 4148, 432, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119126, 245, 4087, 513, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119170, 196, 4053, 455, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119214, 211, 4101, 432, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119258, 199, 4085, 485, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119302, 190, 4020, 495, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119346, 167, 4126, 494, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119390, 176, 4081, 453, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119434, 152, 4048, 458, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119478, 178, 4126, 397, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119522, 156, 4099, 422, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119566, 157, 4048, 436, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119599, 180, 4092, 441, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119633, 173, 4049, 452, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119667, 142, 4065, 433, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119701, 145, 4076, 435, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119735, 146, 4095, 503, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119769, 164, 3986, 503, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119803, 102, 4137, 427, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119837, 124, 4086, 451, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119871, 189, 4102, 480, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119905, 187, 4094, 473, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119946, 235, 4011, 476, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
119987, 197, 4039, 447, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120029, 97, 4080, 495, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120070, 160, 4060, 503, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120111, 148, 4056, 402, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120153, 172, 4228, 468, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120194, 243, 3981, 511, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120235, 221, 3966, 436, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120277, 218, 4008, 484, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120318, -7, 4179, 519, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120360, 39, 4390, 422, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120397, 195, 4105, 459, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120435, 401, 3899, 434, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120473, 415, 4012, 503, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120511, 331, 4078, 536, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120549, 326, 4046, 604, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120586, 331, 4064, 550, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120624, 416, 4894, 630, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120662, 232, 4256, 419, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120700, 360, 4056, 578, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120738, 316, 4032, 393, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120773, 318, 4271, 341, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120808, 360, 4170, 491, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120843, 291, 3980, 561, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120879, 345, 3910, 379, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120914, 408, 4183, 228, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120949, 614, 3923, 363, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
120984, 325, 4106, 27, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121020, 346, 3938, 381, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121055, 299, 4104, 235, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121090, 267, 4091, 42, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121126, 205, 4071, -84, 78, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121168, 161, 4143, -223, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121211, 228, 4254, -312, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121254, 146, 4289, -295, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121297, 176, 4139, -226, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
121340, 170, 4025, -235, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121383, 185, 4125, -269, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121426, 122, 4051, -262, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121469, 130, 4088, -276, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121512, 71, 4075, -284, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121555, 123, 4079, -306, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121592, 109, 4091, -287, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121630, 100, 4110, -324, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121668, 99, 4100, -332, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121706, 102, 4075, -317, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121744, 91, 4055, -315, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121782, 99, 4087, -363, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121820, 109, 4049, -358, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121858, 110, 4085, -359, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121896, 107, 4141, -411, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121934, 85, 4084, -368, 79, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
121970, 63, 4094, -434, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122007, 57, 4092, -432, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122044, 45, 4076, -452, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122081, 15, 4051, -444, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122118, 34, 4111, -429, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122155, 21, 4085, -457, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122192, 47, 4045, -460, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122229, 50, 4031, -467, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122266, 35, 3928, -623, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122303, 64, 4004, -417, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122340, 103, 4133, -413, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122379, 42, 4158, -580, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122418, 52, 4081, -561, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122457, 32, 4049, -471, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122497, 0, 4032, -539, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122536, 59, 4009, -546, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122575, 81, 4091, -545, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122615, 58, 4104, -525, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122654, 94, 4074, -530, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122693, 50, 4088, -534, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122733, 34, 4071, -553, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122769, 59, 4033, -523, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122806, 32, 4028, -628, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122842, 45, 4064, -597, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122879, 48, 4112, -537, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122916, 35, 4076, -584, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122952, 26, 4021, -596, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
122989, 58, 4041, -547, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123026, 99, 4095, -561, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123062, 36, 4069, -594, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123099, 53, 4044, -579, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123136, 51, 4054, -559, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123176, 59, 4070, -562, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123216, 34, 4075, -563, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123257, 58, 4101, -566, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123297, 61, 4052, -623, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123338, 38, 4067, -583, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123378, 16, 4079, -584, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123418, 24, 4054, -573, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123459, -17, 4054, -580, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123499, 15, 4064, -603, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123540, 39, 4036, -553, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123581, 18, 4084, -581, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123622, 16, 4037, -613, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123664, 54, 4036, -566, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123705, 33, 4051, -565, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123747, 23, 4066, -583, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123788, 32, 4068, -596, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123829, 12, 4065, -600, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123871, 36, 4052, -591, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123912, 36, 4081, -593, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123954, 28, 4061, -576, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
123988, 22, 4052, -565, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124023, 69, 4076, -588, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124057, 42, 4068, -571, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124092, 58, 4053, -549, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124127, -45, 4073, -574, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124161, 41, 4055, -597, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124196, 54, 4052, -556, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124231, 52, 4044, -571, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124265, 32, 4083, -574, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124300, 20, 4048, -550, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124335, 59, 4011, -535, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124375, -845, 4184, -537, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124416, 12, 4060, -556, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124456, 42, 4081, -571, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124497, 11, 4087, -568, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124537, 33, 4071, -570, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124578, 23, 4033, -584, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
124618, 46, 4059, -543, 80, 1f1e54b6-02ed-422a-b04a-e035436ad25e, , berdiri, bersedekap, , 
